runIndex,capsuleCdScale,drogueCdScale,mainCdScale,mass_kg,densityScaleFactor,drogueDeployAltitudeOffset_m,mainDeployAltitudeOffset_m,touchdownVelocity_mps,totalDescentTime_s,peakDeceleration_g
272,0.937604946923083,0.971076913737148,1.05675835689708,6505.4226514132,0.970313776812575,104.396304011238,-185.875458023904,8.88524727178056,346.432823023136,3.31302599521258
273,1.04914675654625,0.940496112033048,1.09161469602388,6486.79407513021,0.989615896980285,-140.444779867022,-77.758313803914,8.64238576861488,363.56648136633,3.00899834372603
274,1.07533015236564,1.09926686752545,0.97366190610137,6494.86106309545,1.01332425629216,154.47831218603,37.2177336747137,9.04562111505862,371.47513752483,3.20214440637637
275,0.978305139635566,0.982524368169725,1.03912362929936,6450.32182636043,1.00717536024759,-57.802795823457,117.678932510834,8.75620297816943,378.940340443192,3.19851060448992
276,0.918598127964626,1.01764045338968,0.996194577977225,6514.23255259052,0.973891215668978,31.9935149712525,24.5938351838095,9.13996461566873,357.985231409964,3.45415549251177
277,1.01213201888323,1.02069753331929,1.03529358744527,6530.49889996808,0.986189243207693,130.019764072025,-0.69772709461855,8.91937180816613,365.421983569473,3.22174779756093
278,0.915411655826866,0.911710185848796,0.966847663739212,6528.48969771115,1.01246085608446,115.445985868963,6.90762257664375,9.10855989630654,355.529483353092,3.22982831238098
279,0.988039799591098,0.929490505341257,0.965638550721862,6493.40193661739,0.975316025780777,-111.755218915515,39.2901176254955,9.25942441583424,352.981325619932,3.08165579458487
280,1.04713262284784,1.09966950227859,1.08662266626871,6514.25651995352,0.995274883197644,54.4709458832931,114.260647232093,8.65576938677232,387.291536355111,3.27054158219124
281,0.923667238184677,0.981980977939258,1.06796045712712,6488.3832951933,1.00431233627363,35.1077443448793,-126.209498746544,8.67666574258885,359.520816204268,3.35120956108833
282,0.972447088330458,0.966902257748386,0.905239341706413,6452.41917638914,1.01990182262055,-90.771676010875,7.23150649552617,9.3211988170667,353.199000328041,3.17173068490511
283,0.959745114717755,1.08813584902307,0.951859351773155,6492.96568127389,1.02236381502908,136.773426716723,-125.559432861489,9.10908412366124,354.414398239143,3.46388352382263
284,1.06052866195914,0.991637377347579,0.996593774417071,6463.34799724159,0.974836090825427,91.1757227895061,-1.4155390578801,9.09457459780361,359.740610813293,3.05193567465167
285,0.987370140523036,1.04590164573048,1.05310257979822,6465.89081676694,1.00661350896866,-145.858367088926,100.550034411618,8.71088722668414,380.971941413366,3.29028867811898
